VCHTYPE,DATE,PARTYLEDGERNAME, INVOICE NUMBER,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Jun-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/538,Monthly Fees C M,5000,STAAH
Sales,Jun-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/538,Monthly Fees  B E,2250,STAAH
Sales,Jun-2023,Sinq Properties - STAAH,Rb/ST/23-24/539,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jun-2023,Sinq Properties - STAAH,Rb/ST/23-24/540,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jun-2023,Sinq Properties - STAAH,Rb/ST/23-24/541,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jun-2023,Sinq Properties - STAAH,Rb/ST/23-24/542,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jun-2023,Sinq Properties - STAAH,Rb/ST/23-24/543,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Jun-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/544,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jun-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/544,Monthly Fees RM,2500,STAAH
Sales,Jun-2023,Soul Vacation - STAAH,Rb/ST/23-24/545,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Soul Vacation - STAAH,Rb/ST/23-24/545,Monthly Fees  B E,1000,STAAH
Sales,Jun-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/546,Monthly Fees C M,4500,STAAH
Sales,Jun-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/546,Monthly Fees  B E,2250,STAAH
Sales,Jun-2023,Spazio Leisure Resort -  STAAH (New),Rb/ST/23-24/547,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Jun-2023,Stonewoods Beach Resort & Spa - STAAH,Rb/ST/23-24/548,Monthly Fees C M,4000,STAAH
Sales,Jun-2023,Stone Woods Nature Resort - STAAH New,Rb/ST/23-24/549,Monthly CM (1),4000,STAAH
